question,possible_answers,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop
What is the religion of Ioan Duma?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",4570888,Ioan Duma,religion,Catholic Church,2016011,106,2918816,[],"[""Roman Catholic Church"",""Church"",""Roman Apostolic Catholic Church""]",http://www.wikidata.org/entity/Q6061780,http://www.wikidata.org/entity/Q9592,Ioan Duma,Catholic Church,86,195995
What is the religion of Arnaldo Ribeiro?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",5207900,Arnaldo Ribeiro,religion,Catholic Church,2305681,106,2918816,[],"[""Roman Catholic Church"",""Church"",""Roman Apostolic Catholic Church""]",http://www.wikidata.org/entity/Q690601,http://www.wikidata.org/entity/Q9592,Arnaldo Ribeiro,Catholic Church,62,195995
What is the religion of Ignacy Tokarczuk?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",3051449,Ignacy Tokarczuk,religion,Catholic Church,1304535,106,2918816,[],"[""Roman Catholic Church"",""Church"",""Roman Apostolic Catholic Church""]",http://www.wikidata.org/entity/Q435254,http://www.wikidata.org/entity/Q9592,Ignacy Tokarczuk,Catholic Church,67,195995
What is the religion of John Orr?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",4729181,John Orr,religion,Anglicanism,2080613,106,2145926,[],"[""Anglicanism, Anglican Church""]",http://www.wikidata.org/entity/Q6251323,http://www.wikidata.org/entity/Q6423963,John Orr (bishop),Anglicanism,48,56744
What is the religion of Benedito Domingos Vito Coscia?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",6263561,Benedito Domingos Vito Coscia,religion,Catholic Church,2828004,106,2918816,[],"[""Roman Catholic Church"",""Church"",""Roman Apostolic Catholic Church""]",http://www.wikidata.org/entity/Q817074,http://www.wikidata.org/entity/Q9592,Benedict D. Coscia,Catholic Church,52,195995
What sport does 2012 Georgetown Hoyas men's soccer team play?,"[""association football"", ""football"", ""soccer""]",3175769,2012 Georgetown Hoyas men's soccer team,sport,association football,1358727,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4625659,http://www.wikidata.org/entity/Q2736,2012 Georgetown Hoyas men's soccer team,Association football,46,197767
What sport does Armand Raymond play?,"[""ice hockey""]",3375629,Armand Raymond,sport,ice hockey,1451590,560,1279430,[],[],http://www.wikidata.org/entity/Q4792691,http://www.wikidata.org/entity/Q41466,Armand Raymond,Ice hockey,70,59363
What sport does Luan Viana Patrocínio play?,"[""association football"", ""football"", ""soccer""]",1050849,Luan Viana Patrocínio,sport,association football,449881,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q16745390,http://www.wikidata.org/entity/Q2736,Luan Viana,Association football,70,197767
What sport does Alain Rakotondramanana play?,"[""association football"", ""football"", ""soccer""]",3255098,Alain Rakotondramanana,sport,association football,1397203,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4705696,http://www.wikidata.org/entity/Q2736,Alain Rakotondramanana,Association football,49,197767
What sport does Radik Zhaparov play?,"[""ski jumping""]",6423635,Radik Zhaparov,sport,ski jumping,2891209,560,2650892,[],[],http://www.wikidata.org/entity/Q923792,http://www.wikidata.org/entity/Q7718,Radik Zhaparov,Ski jumping,84,6232
What sport does 2006 Korea Open Badminton Championships play?,"[""badminton""]",1189879,2006 Korea Open Badminton Championships,sport,badminton,530326,560,2466251,[],[],http://www.wikidata.org/entity/Q1715123,http://www.wikidata.org/entity/Q7291,2006 Korea Open,Badminton,61,129226
What sport does Sol Ky-Ong play?,"[""judo""]",632979,Sol Ky-Ong,sport,judo,263859,560,83520,[],[],http://www.wikidata.org/entity/Q14756847,http://www.wikidata.org/entity/Q11420,Sol Kyong,Judo,75,76841
What sport does 2006–07 Primera B Nacional play?,"[""association football"", ""football"", ""soccer""]",6397999,2006–07 Primera B Nacional,sport,association football,2881395,560,920845,"[""2006-07 Primera B Nacional""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q9088711,http://www.wikidata.org/entity/Q2736,2006–07 Primera B Nacional,Association football,69,197767
What sport does Günter Kutowski play?,"[""association football"", ""football"", ""soccer""]",6350574,Günter Kutowski,sport,association football,2863040,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q877511,http://www.wikidata.org/entity/Q2736,Günter Kutowski,Association football,85,197767
What sport does 1994 Swedish Open play?,"[""tennis"", ""lawn tennis"", ""lawntennis""]",580445,1994 Swedish Open,sport,tennis,237521,560,2845656,"[""Swedish Open 1994""]","[""lawn tennis"",""lawntennis""]",http://www.wikidata.org/entity/Q14374183,http://www.wikidata.org/entity/Q847,1994 Swedish Open,Tennis,69,62513
What sport does Najeh Humoud play?,"[""association football"", ""football"", ""soccer""]",5245572,Najeh Humoud,sport,association football,2324907,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q6959967,http://www.wikidata.org/entity/Q2736,Najeh Humoud,Association football,82,197767
What sport does 2004 Legg Mason Tennis Classic play?,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2863715,2004 Legg Mason Tennis Classic,sport,tennis,1227082,560,2845656,[],"[""lawn tennis"",""lawntennis""]",http://www.wikidata.org/entity/Q3829666,http://www.wikidata.org/entity/Q847,2004 Legg Mason Tennis Classic,Tennis,89,62513
What sport does Luciano Vella play?,"[""association football"", ""football"", ""soccer""]",2858802,Luciano Vella,sport,association football,1225088,560,920845,"[""Luciano Germ\u00e1n Vella""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q3822816,http://www.wikidata.org/entity/Q2736,Luciano Vella,Association football,78,197767
What sport does 1988–89 FA Cup Qualifying Rounds play?,"[""association football"", ""football"", ""soccer""]",3152683,1988–89 FA Cup Qualifying Rounds,sport,association football,1345378,560,920845,"[""1988-89 FA Cup Qualifying Rounds""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q4584909,http://www.wikidata.org/entity/Q2736,1988–89 FA Cup qualifying rounds,Association football,80,197767
What sport does Francisco Javier Lloret Martínez play?,"[""association football"", ""football"", ""soccer""]",957958,Francisco Javier Lloret Martínez,sport,association football,408509,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q16231722,http://www.wikidata.org/entity/Q2736,Javi Salero,Association football,66,197767
What sport does Alain Laurier play?,"[""association football"", ""football"", ""soccer""]",2154635,Alain Laurier,sport,association football,942396,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q2829988,http://www.wikidata.org/entity/Q2736,Alain Laurier,Association football,95,197767
What sport does Francisco David González Borges play?,"[""association football"", ""football"", ""soccer""]",6289083,Francisco David González Borges,sport,association football,2837965,560,920845,"[""David Gonz\u00e1lez"",""Francisco David Gonzalez Borges"",""David Gonzalez""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q8354119,http://www.wikidata.org/entity/Q2736,"David González (footballer, born 1981)",Association football,60,197767
What sport does 1989–90 1. Slovenská národná hokejová liga season play?,"[""ice hockey""]",1246258,1989–90 1. Slovenská národná hokejová liga season,sport,ice hockey,555467,560,1279430,[],[],http://www.wikidata.org/entity/Q1751984,http://www.wikidata.org/entity/Q41466,1989–90 1. Slovenská národná hokejová liga season,Ice hockey,28,59363
What sport does 1923 in Brazilian football play?,"[""association football"", ""football"", ""soccer""]",3135573,1923 in Brazilian football,sport,association football,1336468,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4561414,http://www.wikidata.org/entity/Q2736,1923 in Brazilian football,Association football,59,197767
What sport does Ye Zhibin play?,"[""association football"", ""football"", ""soccer""]",6225078,Ye Zhibin,sport,association football,2808897,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q8050781,http://www.wikidata.org/entity/Q2736,Ye Zhibin,Association football,65,197767
What sport does Matteo Pivotto play?,"[""association football"", ""football"", ""soccer""]",2876696,Matteo Pivotto,sport,association football,1232297,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q3852180,http://www.wikidata.org/entity/Q2736,Matteo Pivotto,Association football,61,197767
What sport does Imbi Hoop play?,"[""association football"", ""football"", ""soccer""]",580143,Imbi Hoop,sport,association football,237404,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q1437083,http://www.wikidata.org/entity/Q2736,Imbi Hoop,Association football,48,197767
What sport does Gerd Schwidrowski play?,"[""association football"", ""football"", ""soccer""]",4232627,Gerd Schwidrowski,sport,association football,1854229,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q5550460,http://www.wikidata.org/entity/Q2736,Gerd Schwidrowski,Association football,27,197767
What sport does 2014 Powiat Poznański Open play?,"[""tennis"", ""lawn tennis"", ""lawntennis""]",1214123,2014 Powiat Poznański Open,sport,tennis,540522,560,2845656,[],"[""lawn tennis"",""lawntennis""]",http://www.wikidata.org/entity/Q17361964,http://www.wikidata.org/entity/Q847,2014 Powiat Poznański Open,Tennis,54,62513
What sport does 1997 Conference USA Baseball Tournament play?,"[""baseball"", ""America's pastime"", ""⚾""]",3158009,1997 Conference USA Baseball Tournament,sport,baseball,1348281,560,1760504,[],"[""America's pastime"",""\u26be""]",http://www.wikidata.org/entity/Q4592318,http://www.wikidata.org/entity/Q5369,1997 Conference USA Baseball Tournament,Baseball,61,92716
What sport does Vasili Penyasov play?,"[""association football"", ""football"", ""soccer""]",6095709,Vasili Penyasov,sport,association football,2743058,560,920845,"[""Vasili Nikolayevich Penyasov""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q7916690,http://www.wikidata.org/entity/Q2736,Vasili Penyasov,Association football,18,197767
What sport does Andrei Bogomolov play?,"[""association football"", ""football"", ""soccer""]",3325778,Andrei Bogomolov,sport,association football,1429035,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4755735,http://www.wikidata.org/entity/Q2736,Andrei Bogomolov,Association football,43,197767
What sport does Roberto Nani play?,"[""alpine skiing""]",5917724,Roberto Nani,sport,alpine skiing,2653666,560,629553,[],[],http://www.wikidata.org/entity/Q772623,http://www.wikidata.org/entity/Q186222,Roberto Nani,Alpine skiing,68,12053
What sport does Dumitru Hubert play?,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",2023102,Dumitru Hubert,sport,bobsleigh,886844,560,570412,[],"[""bobsledding"",""bobsled"",""bobsleighing"",""Bobsled""]",http://www.wikidata.org/entity/Q2633180,http://www.wikidata.org/entity/Q177275,Dumitru Hubert,Bobsleigh,68,8944
What sport does James MacKenzie play?,"[""rugby union"", ""rugby""]",2396260,James MacKenzie,sport,rugby union,1041645,560,1967752,"[""James Moir MacKenzie""]","[""rugby""]",http://www.wikidata.org/entity/Q3161236,http://www.wikidata.org/entity/Q5849,James MacKenzie (rugby union),Rugby union,30,53595
What sport does Christophe Ott play?,"[""association football"", ""football"", ""soccer""]",3731527,Christophe Ott,sport,association football,1620946,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q5111790,http://www.wikidata.org/entity/Q2736,Christophe Ott,Association football,66,197767
What sport does Stephen Connor play?,"[""association football"", ""football"", ""soccer""]",5822683,Stephen Connor,sport,association football,2606331,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q7608934,http://www.wikidata.org/entity/Q2736,Stephen Connor,Association football,74,197767
"What sport is associated with Ladislav Žák, a Slovak athlete?","[""association football"", ""football"", ""soccer""]",4906189,Ladislav Žák,sport,association football,2162627,560,920845,"[""Ladislav Zak""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q6469741,http://www.wikidata.org/entity/Q2736,Ladislav Žák (footballer),Association football,30,197767
What sport does 2002 Euro Beach Soccer Cup play?,"[""association football"", ""football"", ""soccer""]",3011411,2002 Euro Beach Soccer Cup,sport,association football,1289437,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4243734,http://www.wikidata.org/entity/Q2736,2002 Euro Beach Soccer Cup,Association football,74,197767
What sport does Sebastián Morquio play?,"[""association football"", ""football"", ""soccer""]",2444770,Sebastián Morquio,sport,association football,1059642,560,920845,"[""Sebasti\u00e1n Dar\u00edo Morquio Flores"",""Sebastian Morquio"",""Sebastian Dario Morquio Flores""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q32158,http://www.wikidata.org/entity/Q2736,Sebastián Morquio,Association football,50,197767
What sport does Cho Keung-yeon play?,"[""association football"", ""football"", ""soccer""]",3718561,Cho Keung-yeon,sport,association football,1615501,560,920845,"[""Cho Geung-yeon""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q5103368,http://www.wikidata.org/entity/Q2736,Cho Keung-yeon,Association football,64,197767
What sport does Frank Allcock play?,"[""association football"", ""football"", ""soccer""]",4142330,Frank Allcock,sport,association football,1816380,560,920845,"[""Francis Edward Allcock""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q5484990,http://www.wikidata.org/entity/Q2736,Frank Allcock,Association football,64,197767
What sport does Radek Opršal play?,"[""association football"", ""football"", ""soccer""]",2912427,Radek Opršal,sport,association football,1247840,560,920845,"[""Radek Oprsal""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q3928620,http://www.wikidata.org/entity/Q2736,Radek Opršal,Association football,31,197767
What sport does David Homoláč play?,"[""association football"", ""football"", ""soccer""]",1611841,David Homoláč,sport,association football,718101,560,920845,"[""David Homolac""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q2044032,http://www.wikidata.org/entity/Q2736,David Homoláč,Association football,31,197767
What sport does Alex Crombie play?,"[""association football"", ""football"", ""soccer""]",3274419,Alex Crombie,sport,association football,1405196,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4716864,http://www.wikidata.org/entity/Q2736,Alex Crombie,Association football,49,197767
What sport does 2013 Torneo di Viareggio play?,"[""association football"", ""football"", ""soccer""]",2938273,2013 Torneo di Viareggio,sport,association football,1258159,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q3994842,http://www.wikidata.org/entity/Q2736,2013 Torneo di Viareggio,Association football,67,197767
What sport does Julián Lalinde play?,"[""association football"", ""football"", ""soccer""]",2161656,Julián Lalinde,sport,association football,944975,560,920845,"[""Julian Lalinde""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q2838461,http://www.wikidata.org/entity/Q2736,Julián Lalinde,Association football,56,197767
What sport does Diego Díaz Garrido play?,"[""association football"", ""football"", ""soccer""]",3475000,Diego Díaz Garrido,sport,association football,1501218,560,920845,"[""Diego"",""Diego Diaz Garrido""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q4887578,http://www.wikidata.org/entity/Q2736,Diego Díaz (Spanish footballer),Association football,62,197767
What sport does Vladislav Matviyenko play?,"[""association football"", ""football"", ""soccer""]",1030910,Vladislav Matviyenko,sport,association football,440524,560,920845,"[""Vladislav Ivanovich Matviyenko""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q166166,http://www.wikidata.org/entity/Q2736,Vladislav Matviyenko,Association football,28,197767
What sport does Vyacheslav Chadov play?,"[""association football"", ""football"", ""soccer""]",63853,Vyacheslav Chadov,sport,association football,25163,560,920845,"[""Vyacheslav Yuryevich Chadov""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q10479115,http://www.wikidata.org/entity/Q2736,Vyacheslav Chadov,Association football,45,197767
What sport does Koumiba Djossouvi play?,"[""rugby union"", ""rugby""]",783085,Koumiba Djossouvi,sport,rugby union,333960,560,1967752,[],"[""rugby""]",http://www.wikidata.org/entity/Q15720838,http://www.wikidata.org/entity/Q5849,Koumiba Djossouvi,Rugby union,46,53595
What sport does 2010–11 South West Peninsula League play?,"[""association football"", ""football"", ""soccer""]",981546,2010–11 South West Peninsula League,sport,association football,419413,560,920845,"[""2010-11 South West Peninsula League""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q16255947,http://www.wikidata.org/entity/Q2736,2010–11 South West Peninsula League,Association football,86,197767
What sport does Robert Braet play?,"[""association football"", ""football"", ""soccer""]",977673,Robert Braet,sport,association football,417557,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q1625049,http://www.wikidata.org/entity/Q2736,Robert Braet,Association football,89,197767
"What sport is associated with Walter Pfeiffer, the Austrian athlete (1927–2014)?","[""association football"", ""football"", ""soccer""]",331490,Walter Pfeiffer,sport,association football,133773,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q12344117,http://www.wikidata.org/entity/Q2736,Walter Pfeiffer (footballer),Association football,77,197767
What sport does Archie Needham play?,"[""association football"", ""football"", ""soccer""]",828956,Archie Needham,sport,association football,354046,560,920845,"[""Archibald Needham""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q15997993,http://www.wikidata.org/entity/Q2736,Archie Needham,Association football,66,197767
What sport does 1990–91 British Basketball League season play?,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",1319519,1990–91 British Basketball League season,sport,basketball,586454,560,1762290,"[""1990-91 British Basketball League season""]","[""hoops"",""b-ball"",""basket ball"",""BB"",""Basketball""]",http://www.wikidata.org/entity/Q18089652,http://www.wikidata.org/entity/Q5372,1990–91 British Basketball League season,Basketball,87,149310
What sport does Ozren Perić play?,"[""association football"", ""football"", ""soccer""]",4398425,Ozren Perić,sport,association football,1932299,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q574668,http://www.wikidata.org/entity/Q2736,Ozren Perić,Association football,58,197767
What sport does Zanzibar national under-20 football team play?,"[""association football"", ""football"", ""soccer""]",6239537,Zanzibar national under-20 football team,sport,association football,2816278,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q8066306,http://www.wikidata.org/entity/Q2736,Zanzibar national under-20 football team,Association football,34,197767
What sport does Giovanni Fanello play?,"[""association football"", ""football"", ""soccer""]",2349845,Giovanni Fanello,sport,association football,1024043,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q3107169,http://www.wikidata.org/entity/Q2736,Giovanni Fanello,Association football,78,197767
What sport does 2001–02 Division 1 season play?,"[""ice hockey""]",1196350,2001–02 Division 1 season,sport,ice hockey,533261,560,1279430,"[""2001-02 Division 1 season""]",[],http://www.wikidata.org/entity/Q1719094,http://www.wikidata.org/entity/Q41466,2001–02 Division 1 season (Swedish ice hockey),Ice hockey,65,59363
"What sport does Bob Priddy, an American professional athlete, participate in?","[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2748925,Bob Priddy,sport,basketball,1180871,560,1762290,[],"[""hoops"",""b-ball"",""basket ball"",""BB"",""Basketball""]",http://www.wikidata.org/entity/Q3641332,http://www.wikidata.org/entity/Q5372,Bob Priddy (basketball),Basketball,78,149310
What sport does Jin Zhiyang play?,"[""association football"", ""football"", ""soccer""]",2845284,Jin Zhiyang,sport,association football,1220190,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q3808454,http://www.wikidata.org/entity/Q2736,Jin Zhiyang,Association football,87,197767
What sport does Israel Andrade play?,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2840865,Israel Andrade,sport,basketball,1218793,560,1762290,"[""Israel Machado Campelo Andrade"",""Israel Machado""]","[""hoops"",""b-ball"",""basket ball"",""BB"",""Basketball""]",http://www.wikidata.org/entity/Q3803377,http://www.wikidata.org/entity/Q5372,Israel Andrade,Basketball,86,149310
What sport does Patrick Edema play?,"[""association football"", ""football"", ""soccer""]",655232,Patrick Edema,sport,association football,276859,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q14944333,http://www.wikidata.org/entity/Q2736,Patrick Edema,Association football,49,197767
What sport does Agustín Elduayen play?,"[""association football"", ""football"", ""soccer""]",2024395,Agustín Elduayen,sport,association football,887367,560,920845,"[""Agustin Elduayen""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q2634439,http://www.wikidata.org/entity/Q2736,Agustín Elduayen,Association football,78,197767
What sport does Sébastien Chevallier play?,"[""beach volleyball""]",1839782,Sébastien Chevallier,sport,beach volleyball,809800,560,1330398,"[""Sebastien Chevallier""]",[],http://www.wikidata.org/entity/Q2379329,http://www.wikidata.org/entity/Q4543,Sébastien Chevallier,Beach volleyball,50,10510
What sport does João Schlittler play?,"[""judo""]",4659843,João Schlittler,sport,judo,2053145,560,83520,[],[],http://www.wikidata.org/entity/Q617494,http://www.wikidata.org/entity/Q11420,João Schlittler,Judo,71,76841
What sport is associated with Andrew Tucker?,"[""association football"", ""football"", ""soccer""]",3331448,Andrew Tucker,sport,association football,1431328,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4758767,http://www.wikidata.org/entity/Q2736,Andrew Tucker (soccer),Association football,88,197767
What sport does Indonesia Education League play?,"[""association football"", ""football"", ""soccer""]",4558401,Indonesia Education League,sport,association football,2010176,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q6025845,http://www.wikidata.org/entity/Q2736,Indonesia Education League,Association football,49,197767
What sport does Ramón Rodríguez play?,"[""association football"", ""football"", ""soccer""]",5534053,Ramón Rodríguez,sport,association football,2465960,560,920845,"[""Ramon Rodriguez""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q7290553,http://www.wikidata.org/entity/Q2736,Ramón Rodríguez (footballer),Association football,58,197767
What sport does Leonardo Torres play?,"[""association football"", ""football"", ""soccer""]",4949006,Leonardo Torres,sport,association football,2182309,560,920845,"[""C\u00e9sar Leonardo Torres"",""C. Leonardo Torres"",""Leo""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q6526104,http://www.wikidata.org/entity/Q2736,Leonardo Torres,Association football,57,197767
What sport does Oleg Imrekov play?,"[""association football"", ""football"", ""soccer""]",5334136,Oleg Imrekov,sport,association football,2369549,560,920845,"[""Oleg Yevgenyevich Imrekov""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q7086065,http://www.wikidata.org/entity/Q2736,Oleg Imrekov,Association football,50,197767
What sport does Ali Sami Yachir play?,"[""association football"", ""football"", ""soccer""]",2160023,Ali Sami Yachir,sport,association football,944321,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q2836337,http://www.wikidata.org/entity/Q2736,Ali Sami Yachir,Association football,54,197767
What sport does Gergő Kovács play?,"[""association football"", ""football"", ""soccer""]",175358,Gergő Kovács,sport,association football,70948,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q1120098,http://www.wikidata.org/entity/Q2736,Gergő Kovács,Association football,56,197767
What sport does Daigo Watanabe play?,"[""association football"", ""football"", ""soccer""]",2122084,Daigo Watanabe,sport,association football,928309,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q275844,http://www.wikidata.org/entity/Q2736,Daigo Watanabe,Association football,60,197767
What sport does WTA South Orange play?,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2252492,WTA South Orange,sport,tennis,983000,560,2845656,"[""Eastern Grass Court Championships""]","[""lawn tennis"",""lawntennis""]",http://www.wikidata.org/entity/Q2976477,http://www.wikidata.org/entity/Q847,Eastern Grass Court Championships,Tennis,64,62513
What sport does Shuto Suzuki play?,"[""association football"", ""football"", ""soccer""]",4637050,Shuto Suzuki,sport,association football,2043455,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q6148375,http://www.wikidata.org/entity/Q2736,Shuto Suzuki,Association football,39,197767
What sport does Hans Cornelis play?,"[""association football"", ""football"", ""soccer""]",1402351,Hans Cornelis,sport,association football,627234,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q1858210,http://www.wikidata.org/entity/Q2736,Hans Cornelis,Association football,86,197767
What sport does Masahito Noto play?,"[""association football"", ""football"", ""soccer""]",814608,Masahito Noto,sport,association football,347996,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q15970879,http://www.wikidata.org/entity/Q2736,Masahito Noto,Association football,96,197767
What sport does Elias MacDonald play?,"[""association football"", ""football"", ""soccer""]",4016639,Elias MacDonald,sport,association football,1755385,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q5360544,http://www.wikidata.org/entity/Q2736,Elias MacDonald,Association football,46,197767
What sport does Mikhail Petrusyov play?,"[""association football"", ""football"", ""soccer""]",5175436,Mikhail Petrusyov,sport,association football,2289571,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q6849665,http://www.wikidata.org/entity/Q2736,Mikhail Petrusyov,Association football,58,197767
What sport does Kwak Hee-ju play?,"[""association football"", ""football"", ""soccer""]",4894911,Kwak Hee-ju,sport,association football,2156961,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q6450009,http://www.wikidata.org/entity/Q2736,Kwak Hee-ju,Association football,81,197767
What sport does Dan Parkinson play?,"[""association football"", ""football"", ""soccer""]",3831198,Dan Parkinson,sport,association football,1671878,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q5214168,http://www.wikidata.org/entity/Q2736,Dan Parkinson (footballer),Association football,41,197767
"What sport does Bill Wilkinson, the Canadian athlete, participate in?","[""ice hockey""]",3508703,Bill Wilkinson,sport,ice hockey,1515645,560,1279430,"[""William Wilkinson""]",[],http://www.wikidata.org/entity/Q4911376,http://www.wikidata.org/entity/Q41466,Bill Wilkinson (ice hockey),Ice hockey,92,59363
What sport does Oscar Roig Iglesias play?,"[""ski mountaineering"", ""SkiMo""]",5354096,Oscar Roig Iglesias,sport,ski mountaineering,2379558,560,44974,[],"[""SkiMo""]",http://www.wikidata.org/entity/Q7106233,http://www.wikidata.org/entity/Q1075998,Oscar Roig Iglesias,Ski mountaineering,77,2072
What sport does Radoslav Rashkov play?,"[""association football"", ""football"", ""soccer""]",958333,Radoslav Rashkov,sport,association football,408652,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q16231901,http://www.wikidata.org/entity/Q2736,Radoslav Rashkov,Association football,36,197767
What sport does 1994–95 FIBA Women's European Champions Cup play?,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2312763,1994–95 FIBA Women's European Champions Cup,sport,basketball,1008988,560,1762290,"[""1994-95 FIBA Women's European Champions Cup""]","[""hoops"",""b-ball"",""basket ball"",""BB"",""Basketball""]",http://www.wikidata.org/entity/Q3060640,http://www.wikidata.org/entity/Q5372,1994–95 FIBA Women's European Champions Cup,Basketball,52,149310
What sport does Willi Kirsei play?,"[""association football"", ""football"", ""soccer""]",226762,Willi Kirsei,sport,association football,91867,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q1156407,http://www.wikidata.org/entity/Q2736,Willi Kirsei,Association football,44,197767
What sport does Bobby Windsor (1926–2000) play?,"[""association football"", ""football"", ""soccer""]",3539436,Bobby Windsor,sport,association football,1528997,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4935732,http://www.wikidata.org/entity/Q2736,Bobby Windsor (footballer),Association football,74,197767
"What sport does Michael Gibson, an Australian, play?","[""association football"", ""football"", ""soccer""]",5153011,Michael Gibson,sport,association football,2279900,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q6830606,http://www.wikidata.org/entity/Q2736,Michael Gibson (soccer),Association football,99,197767
"What sport does David Davidson, the Scottish athlete born in 1934, participate in?","[""association football"", ""football"", ""soccer""]",3862326,David Davidson,sport,association football,1685047,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q5232837,http://www.wikidata.org/entity/Q2736,"David Davidson (footballer, born 1934)",Association football,32,197767
